id,PostTitleWordsNumber,PostTitleCharsNumber,DiffNoWordsPostTitleAndKeywords,DiffNoCharsPostTitleAndKeywords,RatioNoWordsArticleDescriptionAndPostTitle,QuestionMarksNoPostTitle,RatioNoCharArticleParagraphPostTitle,RatioNoCharArticleDescriptionPostTitle,RatioNoCharArticleTitlePostTitle,RatioNoWordsArticleTitlePostTitle,RatioNoWordsPostImagePostTitle,DiffCharsPostTitlePostImage,RatioCharPostImagePostTitle,FormalWordsPostTitle,RatioNoCharArticleParagraphArticleDescription
608310377143799810,13,75,0,3,2.3846153846153846,0,0.4533333333333333,2.453333333333333,1.3733333333333333,1.3076923076923077,0.0,75,0.0,9,0.18478260869565216
609297109095972864,14,98,4,31,1.9285714285714286,0,0.030612244897959183,1.6938775510204083,0.5510204081632653,0.5714285714285714,2.5714285714285716,62,0.3673469387755102,12,0.018072289156626505
609504474621612032,12,89,12,89,1.8333333333333333,0,0.1797752808988764,1.7191011235955056,0.7415730337078652,0.8333333333333334,0.0,89,0.0,12,0.10457516339869281
609748367049105409,11,62,2,70,1.5454545454545454,0,0.6612903225806451,1.8387096774193548,1.0,1.0,0.0,62,0.0,11,0.35964912280701755
608688782821453825,16,91,14,21,1.375,1,0.23076923076923078,1.3736263736263736,0.37362637362637363,0.375,0.0,91,0.0,16,0.168
609551038983475201,11,64,11,64,-1.0,0,0.328125,-1.0,1.0,1.0,0.9090909090909091,54,0.15625,10,-1.0
609447408955719681,16,92,10,26,1.625,0,0.33695652173913043,1.673913043478261,0.8260869565217391,0.625,0.0,92,0.0,15,0.2012987012987013
609027430624288769,11,67,11,67,2.6363636363636362,0,0.07462686567164178,2.5522388059701493,1.0,1.0,0.0,67,0.0,12,0.029239766081871343
608229011572068352,15,84,3,77,1.7333333333333334,0,0.011904761904761904,1.6666666666666667,0.7619047619047619,0.8666666666666667,0.0,84,0.0,12,0.007142857142857143
609046214554755073,14,80,14,80,1.6428571428571428,0,0.2625,1.9625,0.9875,1.0,0.0,80,0.0,13,0.1337579617834395
609738211183751168,10,71,6,24,2.2,0,0.18309859154929578,1.8873239436619718,1.0,1.0,0.0,71,0.0,10,0.09701492537313433
609762671554990080,14,68,10,25,1.9285714285714286,0,0.16176470588235295,2.3529411764705883,1.0735294117647058,0.8571428571428571,0.0,68,0.0,14,0.06875
608980783924178945,12,77,4,31,0.4166666666666667,0,0.35064935064935066,0.4675324675324675,1.0,1.0,0.0,77,0.0,11,0.75
609998126737395712,14,86,10,65,2.2142857142857144,0,0.27906976744186046,2.1744186046511627,1.7790697674418605,1.6428571428571428,0.0,86,0.0,13,0.12834224598930483
608926452596273152,10,67,4,19,1.4,0,0.3283582089552239,1.1343283582089552,0.9850746268656716,1.0,0.0,67,0.0,10,0.2894736842105263
609300383358418945,8,67,13,197,1.875,0,0.029850746268656716,1.5820895522388059,0.8059701492537313,0.75,0.0,67,0.0,9,0.018867924528301886
608875876474851328,21,139,19,120,0.8571428571428571,0,0.1223021582733813,0.7194244604316546,0.5035971223021583,0.6666666666666666,0.0,139,0.0,16,0.17
